,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
1254,1254,4 BHK Flat in Sector 37D Gurgaon,flat,4 BHK,bptp terra,1.8,8215.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,"Sector 37D Gurgaon, Gurgaon, Haryana",18th   of 23 Floors,North-West,Relatively New,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in bptp terra that is situated in sector 37d gurgaon. Containing 4 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2191 sq.Ft. This flat is situated on the 18th floor of this 23 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",18.0,23.0,2191.0,2191.0,1860.0,,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,49,,,,4,4.5,4.5,4.5,4.5
1255,1255,2 BHK Flat in Sector 85 Gurgaon,flat,2 BHK,ss the leaf,1.06,6343.0,Super Built up area 1671(155.24 sq.m.),2,2,2,"Sector 85 Gurgaon, Gurgaon, Haryana",12nd   of 26 Floors,South,Relatively New,"Luxury property with all basic amenities in its clubhouse and easily accessible to all your daily needs, close to many malls and schools which makes it the prime location of gurugram
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",12.0,26.0,1671.0,1671.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,4.5,4.5,4,4.5,4
1256,1256,2 BHK Flat in Sector 85 Gurgaon,flat,2 BHK,ss the leaf,1.14,6433.0,Super Built up area 1772(164.62 sq.m.),2,2,3,"Sector 85 Gurgaon, Gurgaon, Haryana",16th   of 26 Floors,South,Relatively New,"Situated in sector 85 gurgaon, ss the leaf is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1772 sq.Ft. The residential building has 26 floors in total and the flat for sale is located on the 16th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",16.0,26.0,1772.0,1772.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,4.5,4.5,4,4.5,4
1257,1257,2 BHK Flat in Sector 84 Gurgaon,flat,2 BHK,pivotal devaan,0.36,7588.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,"101, Sector 84 Gurgaon, Gurgaon, Haryana",9th   of 14 Floors,West,Relatively New,"Pivotal devaan pivotal infrastructure propelling new moderate 2bhk apartments -Devaan in sector 84 gurgaon under haryana affordable housing policy 2013. Devaan, comes to you as a genuine buddy forever. It is considered under the haryana affordable housing scheme 2013; And is genuinely wanted to provide for you world class living knowledge right in the most creating private and business center point of gurgaon. Division 84 is one of the new segments around the national highway 8, that are a piece of gurgaon master plan 2021, with the greatest expressway in the nation that will unite nh-8 to igi airport and dwarka. The biggest arranged business sash is right by the task site. The base around the region will be really world
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.",9.0,14.0,474.0,583.0,481.0,,0,0,1,0,0,2,6,0,1,4,1,1,0,2,1,0,0,0,2,1,1,3,0,2,80,4,4,4,4,,,,
1258,1258,2 BHK Flat in Sector 84 Gurgaon,flat,2 BHK,pivotal devaan,0.34,7039.0,Carpet area: 483 (44.87 sq.m.),2,2,1,"108, Sector 84 Gurgaon, Gurgaon, Haryana",1st   of 14 Floors,East,Relatively New,"Pivotal devaan pivotal infrastructure propelling new moderate 2bhk apartments -Devaan in sector 84 gurgaon under haryana affordable housing policy 2013. Devaan, comes to you as a genuine buddy forever. It is considered under the haryana affordable housing scheme 2013; And is genuinely wanted to provide for you world class living knowledge right in the most creating private and business center point of gurgaon. Division 84 is one of the new segments around the national highway 8, that are a piece of gurgaon master plan 2021, with the greatest expressway in the nation that will unite nh-8 to igi airport and dwarka. The biggest arranged business sash is right by the task site. The base around the region will be really world-Class,
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.",1.0,14.0,483.0,,483.0,,0,0,1,0,0,0,5,1,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,84,4,4,4,4,,,,
1259,1259,2 BHK Flat in Sector 84 Gurgaon,flat,2 BHK,pivotal devaan,0.34,5831.0,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2,2,1,"101, Sector 84 Gurgaon, Gurgaon, Haryana",3rd   of 14 Floors,East,Relatively New,"Devaan, comes to you as a true companion for life. It is conceived under the haryana affordable housing scheme 2013; And is truly planned to give you world class living experience right in the most developing residential and commercial hub of gurgaon. Sector 84 is one of the new sectors around the national highway 8, that are part of gurgaon master plan 2021, with the widest expressway in the country that will connect nh-8 to igi airport and dwarka
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.",3.0,14.0,583.0,583.0,484.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,4,4,4,,,,
1260,1260,2 BHK Flat in Sector 84 Gurgaon,flat,2 BHK,pivotal devaan,0.35,7276.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,"405, Sector 84 Gurgaon, Gurgaon, Haryana",10th   of 14 Floors,West,Relatively New,"Evaan, comes to you as a genuine buddy forever. It is considered under the haryana affordable housing scheme 2013; And is genuinely wanted to provide for you world class living knowledge right in the most creating private and business center point of gurgaon. Division 84 is one of the new segments around the national highway 8, that are a piece of gurgaon master plan 2021, with the greatest expressway in the nation that will unite nh-8 to igi airport and dwarka. The biggest arranged business sash is right by the task site. The base around the region will be really world-Class
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.",10.0,14.0,481.0,583.0,481.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,4,4,4,4,,,,
1261,1261,2 BHK Flat in Sector 85 Gurgaon,flat,2 BHK,ss the leaf,1.05,6402.0,Super Built up area 1640(152.36 sq.m.),2,2,3,"Sector 85 Gurgaon, Gurgaon, Haryana",11st   of 26 Floors,North-East,Relatively New,"Check out this 2 bhk apartment for sale in ss the leaf, a popular residential project that houses in-Demand flats in sector 85 gurgaon. The flat is over 1640 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 26 floors and this property is situated on 11th floor. This 1-5 years old property is available for immediate possession as the project is ready to move.",11.0,26.0,1640.0,1640.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,4.5,4.5,4,4.5,4
1262,1262,3 BHK Flat in Sector 49 Gurgaon,flat,3 BHK,vatika city,1.72,7818.0,Carpet area: 2200 (204.39 sq.m.),3,3,2,"Sector 49 Gurgaon, Gurgaon, Haryana",2nd   of 17 Floors,North-East,Old Property,"Vatika city is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 49 gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a carpet area of 2200 sq.Ft. This flat lies on the 2nd level of a 17 storey building. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The beautifully designed marble flooring enhances the beauty of the flat. This residential property is situated near close to metro station. All the modern amenities such as swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, water softening plant and security personnel will make life easier for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.",2.0,17.0,2200.0,,2200.0,,0,0,0,0,0,1,10,1,1,4,0,0,0,0,0,1,0,0,1,1,0,0,0,1,144,,,,4,5,4,4,5
1263,1263,3 BHK Flat in Sector 70 Gurgaon,flat,3 BHK,shree vardhman victoria,1.55,7948.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,"Sector 70 Gurgaon, Gurgaon, Haryana",8th   of 18 Floors,South,Relatively New,"Shree vardhman victoria sector 70 on road property
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",8.0,18.0,1950.0,1950.0,1161.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174,,,,3.5,5,4.5,5,4.5
1264,1264,3 BHK Flat in Sector 70 Gurgaon,flat,3 BHK,shree vardhman victoria,1.5,7692.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,"Sector 70 Gurgaon, Gurgaon, Haryana",7th   of 18 Floors,South,Relatively New,"Shree vardhman vactoria sector 70
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",7.0,18.0,1950.0,1950.0,1161.0,,0,1,0,0,0,0,12,1,1,4,0,0,0,3,0,1,1,0,4,1,0,3,0,1,174,,,,3.5,5,4.5,5,4.5
1265,1265,4 BHK Flat in Sector 56 Gurgaon,flat,4 BHK,the lions cghs,2.05,9534.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3,"Sector 56 Gurgaon, Gurgaon, Haryana",7th   of 9 Floors,West,Relatively New,"This beautiful 4 bhk flat in sector 56 gurgaon is situated in the lions cghs, one of the popular residential society in gurgaon. Constructed on a super built up area of 2150 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 3 balconies. This flat lies on the 7th level of a 9 storey building. This is a ready to move project and the property is 1-5 years old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",7.0,9.0,2150.0,2150.0,1950.0,2000.0,0,1,0,0,1,0,13,1,1,4,0,0,0,4,0,1,0,0,1,0,0,4,0,1,49,4,4,5,5,,,,
1266,1266,3 BHK Flat in Sector 56 Gurgaon,flat,3 BHK,mariners home,2.11,8612.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3,2,3,"Sector 56 ,gurgaon, Sector 56 Gurgaon, Gurgaon, Haryana",4th   of 7 Floors,South,Relatively New,"Brokers please excuse. Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in mariners home that is situated in sector 56 gurgaon. The floor plan additionally contains 4 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2450 sq.Ft. This flat is situated on the 2nd floor of this 7 floors tall residential building. This is a ready to move project and the property is 1-5 years old.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",4.0,7.0,2450.0,2450.0,2150.0,2250.0,0,0,0,0,1,0,21,1,1,5,0,0,0,4,0,1,0,0,0,0,0,4,0,1,126,4,4,5,5,,,,
1267,1267,2 BHK Flat in Sector 70A Gurgaon,flat,2 BHK,capital residences 360,1.18,8137.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,"902, Sector 70A Gurgaon, Gurgaon, Haryana",7th   of 22 Floors,East,New Property,"Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in capital residences 360 that is situated in sector 70a gurgaon. This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1450 sq.Ft. The property is located on the 7th floor of a 22 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with wood flooring options. All the modern amenities such as swimming pool, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking, shopping centre and water softening plant will make life easier for you. The residents of this project enjoy a 24*7 access to clean water.",7.0,22.0,1450.0,1450.0,1000.0,1400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,5,4,4,4,,,,
1268,1268,2 BHK Flat in Sector 70A Gurgaon,flat,2 BHK,capital residences 360,1.15,11500.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,"501, Sector 70A Gurgaon, Gurgaon, Haryana",4th   of 22 Floors,East,New Property,"Check out this 2 bhk apartment for sale in capital residences 360, a popular residential project that houses in-Demand flats in sector 70a gurgaon. The flat is facing the east direction. The flat occupies a super built up area of 1450 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 3 balconies. This flat is situated on the 4th floor of this 22 floors tall residential building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The beautifully designed wood flooring enhances the beauty of the flat. All the modern amenities such as swimming pool, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking, shopping centre and water softening plant will make life easier for you. This residential project ensures a 24*7 water supply for its residents.",4.0,22.0,1000.0,1450.0,1000.0,1400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,5,4,4,4,,,,
